"","Name","NOGA6","NOGA2.x","NOGA1","X2015","y2020","DeltaP5b","Wgroup","Cluster","Sektortext","Dienstleistungslevel","Produktionslevel"
"398"," Institutionen f√ºr Behinderte","873002","87","8","908","1006","10.79295154","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"399"," Wohnheime f√ºr Kinder und Jugendliche","879001","87","8","478","479","0.209205021","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"400"," Erziehungsheime","879002","87","8","26","32","23.07692308","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"401"," Sonstige Wohnheime","879003","87","8","253","272","7.509881423","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"402"," Soziale Betreuung √§lterer Menschen und Behinderter","881000","88","8","1089","892","-18.08999082","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"403"," Tagesbetreuung von Kindern","889100","88","8","1465","1679","14.60750853","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"404"," Organisationen der Wohlfahrtspflege","889901","88","8","582","675","15.97938144","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"405"," Sonstiges Sozialwesen a. n. g.","889902","88","8","1479","1632","10.34482759","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"406"," Theater- und Ballettgruppen","900101","90","9","731","668","-8.618331053","1","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"407"," Orchester, Ch√∂re, Musiker","900102","90","9","1132","1087","-3.975265018","2","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"408"," Erbringung von Dienstleistungen f√ºr die darstellende Kunst","900200","90","9","74","99","33.78378378","4","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"409"," Selbstst√§ndige bildende K√ºnstler","900301","90","9","236","223","-5.508474576","1","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"410"," Sonstige k√ºnstlerische und schriftstellerische T√§tigkeiten und Darbietungen","900302","90","9","77","76","-1.298701299","2","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"411"," Selbstst√§ndige Journalisten","900303","90","9","76","73","-3.947368421","2","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"412"," Betrieb von Kultur- und Unterhaltungseinrichtungen","900400","90","9","142","122","-14.08450704","1","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"413"," Bibliotheken und Archive","910100","91","9","249","244","-2.008032129","2","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"414"," Museen","910200","91","9","633","721","13.90205371","3","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"415"," Betrieb von historischen St√§tten und Geb√§uden und √§hnlichen Attraktionen","910300","91","9","5","7","40","4","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"416"," Botanische und zoologische G√§rten sowie Naturparks","910400","91","9","148","222","50","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"417"," Spiel-, Wett- und Lotteriewesen","920000","92","9","448","428","-4.464285714","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"418"," Betrieb von Sportanlagen","931100","93","9","174","193","10.91954023","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"419"," Sportvereine","931200","93","9","489","478","-2.249488753","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"420"," Gymnastik- und Fitnesszentren","931300","93","9","536","514","-4.104477612","2","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"421"," Erbringung von sonstigen Dienstleistungen des Sports","931900","93","9","69","54","-21.73913043","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"422"," Vergn√ºgungs- und Themenparks","932100","93","9","22","14","-36.36363636","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"423"," Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.","932900","93","9","256","283","10.546875","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"424"," Wirtschafts- und Arbeitgeberverb√§nde","941100","94","9","203","263","29.55665025","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"425"," Berufsorganisationen","941200","94","9","347","314","-9.510086455","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"426"," Arbeitnehmervereinigungen","942000","94","9","62","61","-1.612903226","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"427"," Kirchgemeinden und religi√∂se Vereinigungen","949101","94","9","1081","841","-22.20166512","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"428"," Kl√∂ster und Ordensgemeinschaften","949102","94","9","37","32","-13.51351351","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"429"," Politische Parteien und Vereinigungen","949200","94","9","21","31","47.61904762","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"430"," Organisationen der Kultur, Bildung, Wissenschaft und Forschung","949901","94","9","491","630","28.3095723","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"431"," Organisationen des Gesundheitswesens","949902","94","9","103","167","62.13592233","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"432"," Jugendorganisationen","949903","94","9","262","415","58.39694656","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"433"," Sonstige Interessenvertretungen und Vereinigungen a. n. g.","949904","94","9","1107","895","-19.15085818","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"434"," Reparatur von Telekommunikationsger√§ten","951200","95","9","13","25","92.30769231","4","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"435"," Reparatur von Schuhen und Lederwaren","952300","95","9","25","20","-20","1","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"436"," Reparatur von M√∂beln und Einrichtungsgegenst√§nden","952400","95","9","45","32","-28.88888889","0","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"437"," Reparatur von Uhren und Schmuck","952500","95","9","6","8","33.33333333","4","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"438"," Reparatur von sonstigen Gebrauchsg√ºtern","952900","95","9","54","48","-11.11111111","1","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"439"," W√§scherei","960101","96","9","301","264","-12.2923588","1","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"440"," Textilreinigung","960102","96","9","49","37","-24.48979592","0","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"441"," Coiffeursalons","960201","96","9","936","914","-2.35042735","2","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"442"," Kosmetiksalons","960202","96","9","340","373","9.705882353","3","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"443"," Bestattungswesen","960300","96","9","98","99","1.020408163","2","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"444"," Saunas, Solarien","960401","96","9","17","19","11.76470588","3","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"445"," Sonstiges K√∂rperpflegegewerbe","960402","96","9","97","141","45.36082474","4","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"446"," Erbringung von sonstigen Dienstleistungen a. n. g.","960900","96","9","196","244","24.48979592","4","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
