"X1","X2015","X2020","NOGA6","NOGA2.x","NOGA1","Name","DeltaP5b","Wgroup","Cluster","Sektortext","Dienstleistungslevel","Dlnum","Produktionslevel","Owncat","Owncattxt"
"630","49411","71274","702200","70","7","Unternehmensberatung","44","4","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"631","48829","50592","711101","71","7","Architekturbüros","4","2","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"632","1547","1756","711102","71","7","Raumplanungsbüros","14","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"633","1977","2284","711103","71","7","Landschaftsplanungsbüros und Gartenarchitekturbüros","16","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"634","20974","22185","711201","71","7","Bau-Ingenieurbüros","6","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"635","6724","7913","711202","71","7","Gebäudetechnik-Ingenieurbüros","18","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"636","23774","27738","711203","71","7","Sonstige Ingenieurbüros","17","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"637","3685","3777","711204","71","7","Geometerbüros","2","2","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"638","11760","12836","711205","71","7","Sonstige technische Beratung und Planung","9","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"639","9497","9993","712000","71","7","Technische, physikalische und chemische Untersuchung","5","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"640","5733","6502","721100","72","7","Forschung und Entwicklung im Bereich Biotechnologie","13","3","x","Tertiärsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","4","High tech knowledge-intensive services","x8","Wissenschaftliche und technische DL"
"641","17621","22999","721900","72","7","Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin","31","4","x","Tertiärsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","4","High tech knowledge-intensive services","x8","Wissenschaftliche und technische DL"
"642","1344","1308","722000","72","7","Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich","-""3","2","x","Tertiärsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","4","High tech knowledge-intensive services","x8","Wissenschaftliche und technische DL"
"643","17975","16810","731100","73","7","Werbeagenturen","-""6","1","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"644","5039","3838","731200","73","7","Vermarktung und Vermittlung von Werbezeiten und Werbeflächen","-""24","","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"645","3993","2747","732000","73","7","Markt- und Meinungsforschung","-""31","","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"646","2260","2774","741001","74","7","Industrie- und Produktdesign","23","4","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"647","10292","11314","741002","74","7","Grafikdesign und Visuelle Kommunikation","10","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"648","4602","4925","741003","74","7","Innenarchitektur und Raumgestaltung","7","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"649","4354","4785","742001","74","7","Fotografie","10","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"650","423","317","742002","74","7","Fotolabors","-""25","","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"651","3515","3715","743000","74","7","Übersetzen und Dolmetschen","6","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"652","8088","9578","749000","74","7","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.","18","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x8","Wissenschaftliche und technische DL"
"653","6329","7548","750000","75","7","Veterinärwesen","19","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x8","Wissenschaftliche und technische DL"
"654","2266","2174","771100","77","7","Vermietung von Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger","-""4","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"655","132","274","771200","77","7","Vermietung von Automobilen mit einem Gesamtgewicht von mehr als 3,5 t","108","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"656","328","366","772100","77","7","Vermietung von Sport- und Freizeitgeräten","12","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"657","67","31","772200","77","7","Videotheken","-""54","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"658","1836","1611","772900","77","7","Vermietung von sonstigen Gebrauchsgütern","-""12","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"659","70","89","773100","77","7","Vermietung von landwirtschaftlichen Maschinen und Geräten","27","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"660","985","1223","773200","77","7","Vermietung von Baumaschinen und -geräten","24","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"661","103","59","773300","77","7","Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen","-""43","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"662","47","96","773400","77","7","Vermietung von Wasserfahrzeugen","104","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"663","619","244","773500","77","7","Vermietung von Luftfahrzeugen","-""61","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"664","1934","2020","773900","77","7","Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.","4","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"665","1429","1668","774000","77","7","Leasing von geistigem Eigentum und ähnlichen Produkten (ohne Copyrights)","17","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"666","8331","8144","781000","78","7","Vermittlung von Arbeitskräften","-""2","2","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x0","Sonstige DL"
"667","96686","108158","782000","78","7","Befristete Überlassung von Arbeitskräften","12","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x0","Sonstige DL"
"668","2573","2252","783000","78","7","Sonstige Überlassung von Arbeitskräften","-""12","1","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x0","Sonstige DL"
"669","8919","6396","791100","79","7","Reisebüros","-""28","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"670","3884","3636","791200","79","7","Reiseveranstalter","-""6","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"671","481","386","799001","79","7","Reservationsdienst zur Beherbergung von Touristen","-""20","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"672","4781","4159","799002","79","7","Erbringung sonstiger Reservierungsdienstleistungen","-""13","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"673","20374","21878","801000","80","8","Private Wach- und Sicherheitsdienste","7","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x0","Sonstige DL"
"674","1241","1317","802000","80","8","Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen","6","3","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x0","Sonstige DL"
"675","145","140","803000","80","8","Detekteien","-""3","2","x","Tertiärsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","2","","x0","Sonstige DL"
"676","22941","33147","811000","81","8","Hausmeisterdienste, Facility Management","44","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"677","61767","63906","812100","81","8","Allgemeine Gebäudereinigung","3","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"678","2022","1957","812201","81","8","Kaminfeger","-""3","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"679","3134","3585","812202","81","8","Spezielle Reinigung von Gebäuden und Reinigung von Maschinen","14","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"680","16517","16394","812900","81","8","Reinigung a. n. g.","-""1","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"681","26294","29454","813000","81","8","Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen","12","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"682","1373","1568","821100","82","8","Allgemeine Sekretariats- und Schreibdienste","14","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"683","2172","1997","821901","82","8","Sekretariats- und Schreibdienste","-""8","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"684","441","329","821902","82","8","Copy Shops","-""25","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"685","4045","3827","822000","82","8","Call Centers","-""5","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"686","5754","4191","823000","82","8","Messe-, Ausstellungs- und Kongressveranstalter","-""27","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"687","1683","1581","829100","82","8","Inkassobüros und Auskunfteien","-""6","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"688","2174","2574","829200","82","8","Abfüllen und Verpacken","18","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"689","3402","4116","829900","82","8","Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.","21","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"690","58318","64842","841100","84","8","Allgemeine öffentliche Verwaltung","11","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"691","27672","31110","841200","84","8","Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen","12","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"692","23884","25508","841300","84","8","Wirtschaftsförderung, -ordnung und -aufsicht","7","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"693","3270","3136","842100","84","8","Auswärtige Angelegenheiten","-""4","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"694","12887","13001","842201","84","8","Verteidigung","1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"695","998","1099","842202","84","8","Zivilschutz","10","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"696","19366","20435","842301","84","8","Verwaltung der Rechtspflege, Gerichte","6","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"697","4847","5498","842302","84","8","Verwaltung von Strafvollzugsanstalten","13","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"698","34804","36099","842400","84","8","Öffentliche Sicherheit und Ordnung","4","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"699","2201","2736","842500","84","8","Feuerwehren","24","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"700","2942","3699","843000","84","8","Alters- und Hinterlassenenversicherung (AHV), Invalidenversicherung (IV), Arbeitslosenversicherung (","26","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"701","14087","14581","851000","85","8","Kindergärten und Vorschulen","4","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"702","57530","66849","852001","85","8","Primarschulen","16","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"703","15317","18637","852002","85","8","Sonderschulen","22","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"704","31367","38394","852003","85","8","Obligatorische Schulen a. n. g.","22","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"705","28045","29751","853101","85","8","Bezirks-, Sekundar-, Realschulen, Oberstufe der Primarschulen","6","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"706","18081","18197","853102","85","8","Maturitätsschulen","1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"707","1651","1628","853103","85","8","Fachmittelschulen FMS (bisher: Diplommittelschulen DMS)","-""1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"708","35043","36518","853200","85","8","Berufsbildende weiterführende Schulen","4","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"709","10","6","854100","85","8","Post-sekundärer, nicht tertiärer Unterricht","-""40","","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"710","50963","54665","854201","85","8","Universitäre Hochschulen","7","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"711","24893","28655","854202","85","8","Fachhochschulen","15","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"712","6441","6441","854203","85","8","Andere Ausbildungsstätten der höheren Berufsbildung","","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"713","12106","14990","855100","85","8","Sport- und Freizeitunterricht","24","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"714","19460","20452","855200","85","8","Kulturunterricht","5","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"715","4321","4427","855300","85","8","Fahr- und Flugschulen","2","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"716","7085","7038","855901","85","8","Sprachunterricht","-""1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"717","1140","1139","855902","85","8","Informatikunterricht","","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"718","22029","21774","855903","85","8","Berufliche Erwachsenenbildung","-""1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"719","6381","7458","855904","85","8","Sonstiger Unterricht a. n. g.","17","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"720","1189","1260","856000","85","8","Erbringung von Dienstleistungen für den Unterricht","6","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x9","Verwaltung und Erziehung"
"721","151043","166399","861001","86","8","Allgemeine Krankenhäuser","10","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"722","48697","53647","861002","86","8","Spezialkliniken","10","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"723","29828","32248","862100","86","8","Arztpraxen für Allgemeinmedizin","8","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"724","38414","44020","862200","86","8","Facharztpraxen","15","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"725","24938","25941","862300","86","8","Zahnarztpraxen","4","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"726","5879","7204","869001","86","8","Psychotherapie und Psychologie","23","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"727","19132","23529","869002","86","8","Physiotherapie","23","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"728","34661","41862","869003","86","8","Aktivitäten der Krankenschwestern, Hauspflege","21","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"729","1450","2203","869004","86","8","Aktivitäten der Hebammen","52","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"730","20135","23420","869005","86","8","Sonstige Aktivitäten der nicht-ärztlichen Medizinalberufe","16","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"731","6357","7636","869006","86","8","Medizinische Labors","20","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"732","6940","8240","869007","86","8","Sonstiges Gesundheitswesen a. n. g.","19","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"733","114011","126133","871000","87","8","Pflegeheime","11","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"734","2350","2269","872001","87","8","Institutionen für Suchtkranke","-""3","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"735","4624","5676","872002","87","8","Institutionen für psychosoziale Fälle","23","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"736","6755","6384","873001","87","8","Altersheime","-""5","1","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"737","43662","47323","873002","87","8","Institutionen für Behinderte","8","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"738","6340","6934","879001","87","8","Wohnheime für Kinder und Jugendliche","9","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"739","1703","1873","879002","87","8","Erziehungsheime","10","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"740","4944","5442","879003","87","8","Sonstige Wohnheime","10","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"741","17145","17217","881000","88","8","Soziale Betreuung älterer Menschen und Behinderter","","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"742","42737","55067","889100","88","8","Tagesbetreuung von Kindern","29","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"743","12711","13906","889901","88","8","Organisationen der Wohlfahrtspflege","9","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"744","37531","41618","889902","88","8","Sonstiges Sozialwesen a. n. g.","11","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x3","Gesundheits- und Soazialwesen"
"745","4362","4629","900101","90","9","Theater- und Ballettgruppen","6","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"746","11344","10959","900102","90","9","Orchester, Chöre, Musiker","-""3","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"747","2277","2575","900200","90","9","Erbringung von Dienstleistungen für die darstellende Kunst","13","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"748","3742","3444","900301","90","9","Selbstständige bildende Künstler","-""8","1","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"749","1499","1480","900302","90","9","Sonstige künstlerische und schriftstellerische Tätigkeiten und Darbietungen","-""1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"750","1117","1124","900303","90","9","Selbstständige Journalisten","1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"751","5886","6001","900400","90","9","Betrieb von Kultur- und Unterhaltungseinrichtungen","2","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"752","5911","5970","910100","91","9","Bibliotheken und Archive","1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"753","5740","6634","910200","91","9","Museen","16","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"754","436","433","910300","91","9","Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen","-""1","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"755","1104","1258","910400","91","9","Botanische und zoologische Gärten sowie Naturparks","14","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"756","3249","3334","920000","92","9","Spiel-, Wett- und Lotteriewesen","3","2","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"757","10618","11886","931100","93","9","Betrieb von Sportanlagen","12","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"758","12051","13179","931200","93","9","Sportvereine","9","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"759","12076","12961","931300","93","9","Gymnastik- und Fitnesszentren","7","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"760","6471","8650","931900","93","9","Erbringung von sonstigen Dienstleistungen des Sports","34","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"761","699","884","932100","93","9","Vergnügungs- und Themenparks","26","4","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"762","6099","7030","932900","93","9","Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.","15","3","x","Tertiärsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","3","","x0","Sonstige DL"
"763","5607","5219","941100","94","9","Wirtschafts- und Arbeitgeberverbände","-""7","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"764","14066","14272","941200","94","9","Berufsorganisationen","1","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"765","2555","2519","942000","94","9","Arbeitnehmervereinigungen","-""1","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"766","33584","32267","949101","94","9","Kirchgemeinden und religiöse Vereinigungen","-""4","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"767","1140","1264","949102","94","9","Klöster und Ordensgemeinschaften","11","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"768","660","654","949200","94","9","Politische Parteien und Vereinigungen","-""1","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"769","11157","12514","949901","94","9","Organisationen der Kultur, Bildung, Wissenschaft und Forschung","12","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
