X1;X2015;X2020;NOGA6;NOGA2.x;NOGA1;Name;DeltaP5b;Wgroup;Cluster;Sektortext;Dienstleistungslevel;Dlnum;Produktionslevel;Owncat;Owncattxt
434;2332;2059;466200;46;4;Grosshandel mit Werkzeugmaschinen;-11.70668954;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
435;3698;3770;466300;46;4;Grosshandel mit Bergwerks-, Bau- und Baustoffmaschinen;1.946998378;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
436;195;163;466400;46;4;Grosshandel mit Textil-, Näh- und Strickmaschinen;-16.41025641;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
437;1154;1090;466500;46;4;Grosshandel mit Büromöbeln;-5.54592721;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
438;2522;2037;466600;46;4;Grosshandel mit sonstigen Büromaschinen und -einrichtungen;-19.23076923;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
439;23154;23006;466900;46;4;Grosshandel mit sonstigen Maschinen und Ausrüstungen;-0.639198411;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
440;5606;5962;467100;46;4;Grosshandel mit festen Brennstoffen und Mineralölerzeugnissen;6.350338923;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
441;7799;7504;467200;46;4;Grosshandel mit Erzen, Metallen und Metallhalbzeug;-3.782536223;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
442;3430;3361;467301;46;4;Grosshandel mit Holz und Bauelementen aus Holz;-2.011661808;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
443;10630;10659;467302;46;4;Grosshandel mit Baustoffen;0.272812794;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
444;3476;3313;467303;46;4;Grosshandel mit Flachglas, Anstrichmitteln und Sanitärkeramik;-4.689298044;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
445;12193;11677;467400;46;4;Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser ;-4.231936357;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
446;6274;5700;467500;46;4;Grosshandel mit chemischen Erzeugnissen;-9.148868346;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
447;3516;3372;467600;46;4;Grosshandel mit sonstigen Halbwaren;-4.09556314;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
448;363;325;467701;46;4;Grosshandel mit Ersatzautoteile, Autoverwertung;-10.46831956;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
449;473;425;467702;46;4;Grosshandel mit Altmaterialien und Reststoffen;-10.14799154;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
450;8504;9178;469000;46;4;Grosshandel ohne ausgeprägten Schwerpunkt;7.925682032;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
451;9552;13024;471101;47;4;Verbrauchermärkte (> 2500 m2);36.34840871;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
452;18751;19693;471102;47;4;Grosse Supermärkte (1000-2499 m2);5.023732068;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
453;23663;24443;471103;47;4;Kleine Supermärkte (400-999 m2);3.29628534;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
454;12884;12445;471104;47;4;Grosse Geschäfte (100-399 m2);-3.407326917;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
455;1915;2458;471105;47;4;Kleine Geschäfte (< 100 m2);28.35509138;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
456;14412;10886;471901;47;4;Warenhäuser;-24.46572301;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
457;8714;10033;471902;47;4;Sonstiger Detailhandel mit Waren verschiedener Art a.n.g;15.13656185;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
458;613;774;472100;47;4;Detailhandel mit Obst, Gemüse und Kartoffeln;26.26427406;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
459;4258;4775;472200;47;4;Detailhandel mit Fleisch und Fleischwaren;12.14185063;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
460;212;326;472300;47;4;Detailhandel mit Fisch, Meeresfrüchten und Fischerzeugnissen;53.77358491;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
461;7578;6610;472401;47;4;Detailhandel mit Back- und Süsswaren;-12.77381895;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
462;5501;5893;472402;47;4;Bäckereien - Tea-Rooms;7.125977095;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
463;3415;3327;472500;47;4;Detailhandel mit Getränken;-2.576866764;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
464;414;466;472600;47;4;Detailhandel mit Tabakwaren;12.56038647;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
465;1215;1290;472901;47;4;Detailhandel mit Milcherzeugnissen und Eiern;6.172839506;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
466;4556;5293;472902;47;4;Sonstiger Fachdetailhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren a. n. g. (in Ve;16.17647059;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
467;10000;10620;473000;47;4;Detailhandel mit Motorenkraftstoffen (Tankstellen);6.2;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
468;4665;4173;474100;47;4;Detailhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software;-10.54662379;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
469;1284;1202;474200;47;4;Detailhandel mit Telekommunikationsgeräten;-6.386292835;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
470;5928;5099;474300;47;4;Detailhandel mit Geräten der Unterhaltungselektronik;-13.98448043;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
471;2202;1849;475100;47;4;Detailhandel mit Textilien;-16.03088102;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
472;1305;1135;475201;47;4;Detailhandel mit Eisen- und Metallwaren;-13.02681992;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
473;8363;8304;475202;47;4;Sonstiger Detailhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf;-0.705488461;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
474;1560;1299;475300;47;4;Detailhandel mit Vorhängen, Teppichen, Fussbodenbelägen und Tapeten;-16.73076923;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
475;4004;4044;475400;47;4;Detailhandel mit elektrischen Haushaltsgeräten;0.999000999;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
476;1231;960;475901;47;4;Detailhandel mit Musikinstrumenten;-22.01462226;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
477;13252;13046;475902;47;4;Detailhandel mit Möbeln;-1.554482342;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
478;2944;2718;475903;47;4;Detailhandel mit Einrichtungsgegenständen und Hausrat a. n. g.;-7.676630435;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
479;2888;2582;476100;47;4;Detailhandel mit Büchern;-10.59556787;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
480;6822;5630;476201;47;4;Detailhandel mit Zeitschriften und Zeitungen, Kioske;-17.47288185;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
481;2789;2340;476202;47;4;Detailhandel mit Schreibwaren und Bürobedarf;-16.0989602;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
482;861;650;476300;47;4;Detailhandel mit bespielten Ton- und Bildträgern;-24.50638792;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
483;1971;2700;476401;47;4;Detailhandel mit Fahrrädern;36.98630137;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
484;10796;10659;476402;47;4;Detailhandel mit Sportartikeln;-1.268988514;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
485;1528;1429;476500;47;4;Detailhandel mit Spielwaren;-6.479057592;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
486;8102;6336;477101;47;4;Detailhandel mit Damenbekleidung;-21.79708714;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
487;2328;1438;477102;47;4;Detailhandel mit Herrenbekleidung;-38.23024055;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
488;1053;920;477103;47;4;Detailhandel mit Säuglings- und Kinderbekleidung;-12.6305793;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
489;118;81;477104;47;4;Detailhandel mit Pelzwaren;-31.3559322;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
490;18187;15210;477105;47;4;Detailhandel mit Bekleidungszubehör und Bekleidung ohne ausgeprägten Schwerpunkt;-16.36883488;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
491;7477;5533;477201;47;4;Detailhandel mit Schuhen;-25.99973251;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
492;898;759;477202;47;4;Detailhandel mit Lederwaren und Reiseartikeln;-15.47884187;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
493;18968;19877;477300;47;4;Apotheken;4.792281738;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
494;1064;1165;477400;47;4;Detailhandel mit medizinischen und orthopädischen Artikeln;9.492481203;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
495;3881;4318;477501;47;4;Drogerien;11.25998454;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
496;3278;3409;477502;47;4;Parfümerien und sonstiger Detailhandel mit kosmetischen Artikeln und Körperpflegemitteln;3.996339231;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
497;579;415;477601;47;4;Detailhandel mit Getreide, Futtermitteln und Landesprodukten;-28.32469775;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
498;6793;7074;477602;47;4;Detailhandel mit Blumen und Pflanzen;4.136611217;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
499;1833;2000;477603;47;4;Detailhandel mit Haustieren und zoologischem Bedarf für Haustiere;9.110747409;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
500;7036;6300;477700;47;4;Detailhandel mit Uhren und Schmuck;-10.46048891;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
501;345;355;477801;47;4;Detailhandel mit Brennstoffen und Heizmaterial;2.898550725;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
502;7690;8161;477802;47;4;Detailhandel mit Brillen und anderen Sehhilfen;6.124837451;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
503;544;393;477803;47;4;Detailhandel mit fotografischen Artikeln;-27.75735294;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
504;1769;1293;477804;47;4;Detailhandel mit Geschenkartikeln und Souvenirs;-26.90785755;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
505;1707;1539;477805;47;4;Kunsthandel;-9.841827768;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
506;3148;3321;477806;47;4;Sonstiger Fachdetailhandel a. n. g. (in Verkaufsräumen);5.495552732;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
507;719;558;477901;47;4;Detailhandel mit Antiquitäten;-22.3922114;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
508;2539;2759;477902;47;4;Detailhandel mit Gebrauchtwaren a. n. g. (in Verkaufsräumen);8.664828673;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
509;658;649;478100;47;4;Detailhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Mä;-1.367781155;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
510;129;80;478200;47;4;Detailhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten;-37.98449612;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
511;519;425;478900;47;4;Detailhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten;-18.11175337;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
512;6870;8344;479100;47;4;Versand- und Internet-Detailhandel;21.45560408;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
513;3427;3167;479900;47;4;Sonstiger Detailhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten;-7.586810622;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
514;30213;31050;491000;49;4;Personenbeförderung im Eisenbahnfernverkehr;2.770330652;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
515;3896;4293;492000;49;4;Güterbeförderung im Eisenbahnverkehr;10.1899384;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
516;14507;16463;493100;49;4;Personenbeförderung im Nahverkehr zu Lande (ohne Taxis);13.48314607;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
517;9529;8559;493200;49;4;Betrieb von Taxis;-10.1794522;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
518;3852;3869;493901;49;4;Nicht-regelmässiger Personenbeförderung im Landverkehr;0.44132918;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
519;6478;7492;493902;49;4;Regelmässige Personenbeförderung im Regional- und Fernverkehr;15.65297931;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
520;8137;8860;493903;49;4;Personenbeförderung mittels Zahnrad-, Seilbahnen und Skiliften;8.885338577;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
521;39816;41819;494100;49;4;Güterbeförderung im Strassenverkehr;5.030640948;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
522;4023;4557;494200;49;4;Umzugstransporte;13.27367636;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
523;253;224;495000;49;4;Transport in Rohrfernleitungen;-11.46245059;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
524;583;112;501000;50;5;Personenbeförderung in der See- und Küstenschifffahrt;-80.7890223;0;x;Tertiärsektor (Dienstleistungssektor);Marktbezogene wissensintensive Dienstleistungen;2;0;x4;Grosshandel, Verkehr und Lagerei
525;947;1144;502000;50;5;Güterbeförderung in der See- und Küstenschifffahrt;20.80253432;4;x;Tertiärsektor (Dienstleistungssektor);Marktbezogene wissensintensive Dienstleistungen;2;0;x4;Grosshandel, Verkehr und Lagerei
526;2217;2668;503000;50;5;Personenbeförderung in der Binnenschifffahrt;20.34280559;4;x;Tertiärsektor (Dienstleistungssektor);Marktbezogene wissensintensive Dienstleistungen;2;0;x4;Grosshandel, Verkehr und Lagerei
527;562;772;504000;50;5;Güterbeförderung in der Binnenschifffahrt;37.36654804;4;x;Tertiärsektor (Dienstleistungssektor);Marktbezogene wissensintensive Dienstleistungen;2;0;x4;Grosshandel, Verkehr und Lagerei
528;11006;11822;511000;51;5;Personenbeförderung in der Luftfahrt;7.414137743;3;x;Tertiärsektor (Dienstleistungssektor);Marktbezogene wissensintensive Dienstleistungen;2;0;x4;Grosshandel, Verkehr und Lagerei
529;737;632;512100;51;5;Güterbeförderung in der Luftfahrt;-14.24694708;1;x;Tertiärsektor (Dienstleistungssektor);Marktbezogene wissensintensive Dienstleistungen;2;0;x4;Grosshandel, Verkehr und Lagerei
530;0;X;512200;51;5;Raumtransport;0;2;x;Tertiärsektor (Dienstleistungssektor);Marktbezogene wissensintensive Dienstleistungen;2;0;x4;Grosshandel, Verkehr und Lagerei
531;6824;7472;521000;52;5;Lagerung;9.495896835;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
532;5087;5445;522100;52;5;Erbringung von sonstigen Dienstleistungen für den Landverkehr;7.037546688;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
533;1182;1396;522200;52;5;Erbringung von sonstigen Dienstleistungen für die Schifffahrt;18.10490694;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
534;11699;11247;522300;52;5;Erbringung von sonstigen Dienstleistungen für die Luftfahrt;-3.863578084;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
535;102;130;522400;52;5;Frachtumschlag;27.45098039;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
536;32295;34455;522900;52;5;Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.;6.688341849;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
537;33101;29294;531000;53;5;Postdienste von Universaldienstleistungsanbietern;-11.50116311;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
538;14409;14812;532000;53;5;Sonstige Post-, Kurier- und Expressdienste;2.796863072;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
539;67072;57234;551001;55;5;Hotels, Gasthöfe und Pensionen mit Restaurant;-14.66781966;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
540;3361;3535;551002;55;5;Hotels, Gasthöfe und Pensionen ohne Restaurant;5.177030646;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
541;1132;1040;551003;55;5;Verwaltung von Hotels, Gasthöfen und Pensionen;-8.127208481;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
542;2371;2554;552001;55;5;Ferienwohnungen, Ferienhäuser;7.718262337;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
543;1887;1583;552002;55;5;Kollektivunterkünfte;-16.11022787;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
544;130;108;552003;55;5;Verwaltung von Ferien- und Kollektivunterkünften;-16.92307692;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
545;909;1035;553001;55;5;Campingplätze;13.86138614;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
546;29;27;553002;55;5;Verwaltung von Campingplätzen;-6.896551724;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
547;238;314;559000;55;5;Sonstige Beherbergungsstätten;31.93277311;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
548;132897;131365;561001;56;5;Restaurants, Imbissstuben, Tea-Rooms und Gelaterias;-1.152772448;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
549;5196;4854;561002;56;5;Restaurants mit Beherbergungsangebot;-6.581986143;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
550;0;0;561003;56;5;Verwaltung von Restaurantssbetrieben;0;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
551;10215;7672;562100;56;5;Event-Caterer;-24.8947626;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
552;12245;11734;562900;56;5;Erbringung sonstiger Verpflegungsdienstleistungen;-4.173131891;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
553;9923;9575;563001;56;5;Bars;-3.50700393;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
554;3970;2558;563002;56;5;Diskotheken, Dancings, Night Clubs;-35.56675063;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x5;Detailhandel und Gastgewerbe
555;2633;2575;581100;58;5;Verlegen von Büchern;-2.202810482;2;x;Tertiärsektor (Dienstleistungssektor);Andere wissensintensive Dienstleistungen;3;0;x6;ICT
556;933;716;581200;58;5;Verlegen von Adressbüchern und Verzeichnissen;-23.25830654;0;x;Tertiärsektor (Dienstleistungssektor);Andere wissensintensive Dienstleistungen;3;0;x6;ICT
557;9521;7626;581300;58;5;Verlegen von Zeitungen;-19.90337149;1;x;Tertiärsektor (Dienstleistungssektor);Andere wissensintensive Dienstleistungen;3;0;x6;ICT
558;4339;4471;581400;58;5;Verlegen von Zeitschriften;3.042175617;2;x;Tertiärsektor (Dienstleistungssektor);Andere wissensintensive Dienstleistungen;3;0;x6;ICT
559;1548;1390;581900;58;5;Sonstiges Verlagswesen (ohne Software);-10.20671835;1;x;Tertiärsektor (Dienstleistungssektor);Andere wissensintensive Dienstleistungen;3;0;x6;ICT
560;X;X;582100;58;5;Verlegen von Computerspielen;0;2;x;Tertiärsektor (Dienstleistungssektor);Andere wissensintensive Dienstleistungen;3;0;x6;ICT
561;309;337;582900;58;5;Verlegen von sonstiger Software;9.061488673;3;x;Tertiärsektor (Dienstleistungssektor);Andere wissensintensive Dienstleistungen;3;0;x6;ICT
562;4621;5312;591100;59;5;Herstellung von Filmen, Videofilmen und Fernsehprogrammen;14.95347327;3;x;Tertiärsektor (Dienstleistungssektor);Spitzentechnologie nutzende wissensintensive Dienstleistungen;4;High tech knowledge-intensive services;x6;ICT
563;173;193;591200;59;5;Nachbearbeitung und sonstige Filmtechnik;11.56069364;3;x;Tertiärsektor (Dienstleistungssektor);Spitzentechnologie nutzende wissensintensive Dienstleistungen;4;High tech knowledge-intensive services;x6;ICT
564;504;533;591300;59;5;Filmverleih und -vertrieb (ohne Videotheken);5.753968254;3;x;Tertiärsektor (Dienstleistungssektor);Spitzentechnologie nutzende wissensintensive Dienstleistungen;4;High tech knowledge-intensive services;x6;ICT
